method,summary,rouge1,rouge2,rougeL,bleu,meteor,bertscore
hybrid,A farmer has said he has pulled 19 vehicles from flooded roads after he was rescued by a man who rescued him.,0.049999999999999996,0.0,0.049999999999999996,0.0,0.027173913043478257,0.21607579290866852
abstractive,A council has issued warnings on the river Thames and River Windrush in Oxfordshire..,0.31250000000000006,0.13333333333333333,0.25,0.034316403020109985,0.17933238636363638,0.3630971312522888
extractive,"Two other security staff and a 29-year-old woman were also stabbed in the attack. Det Ch Insp Andy Partridge described it as a ""shocking attack"" and called for witnesses to ""come forward and assist the investigation"". A woman who was killed in a separate stabbing early on 1 January was named by police earlier.",0.25287356321839083,0.023529411764705882,0.1379310344827586,0.017993384625119804,0.15873015873015875,0.15304520726203918
hybrid,A man has been stabbed in a stabbing in the north London area of the city of Londonderry.,0.3673469387755102,0.12765957446808512,0.32653061224489793,0.0867810616647007,0.22625448028673834,0.31541743874549866
abstractive,A man has been arrested on suspicion of attempted murder after a man was stabbed to death in a London street.,0.6538461538461537,0.4,0.6153846153846153,0.323272497219123,0.49811613475177297,0.6334037780761719
extractive,"Highlights of the sale will include a guitar the musician played at the Cream reunion shows in 2005, estimated to sell for more than £13,000. The sale will also feature a vast collection of amps and speakers, including a pair of Marshall speaker cabinets. ""We are delighted to be offering such a fantastic collection of guitars and amps from such an iconic musician,"" said Stephanie Connell, head of entertainment memorabilia at Bonhams She said she hoped the auction would ""raise a lot of money for this worthwhile cause."" Clapton has previously held auctions in 1999 and 2004.",0.1680672268907563,0.03418803418803419,0.11764705882352941,0.01226786113835995,0.240654407321074,0.12133055925369263
hybrid,"Bonhams has sold a collection of guitars and amps for a total of £13,000.",0.2222222222222222,0.0,0.16666666666666666,0.014037373795880903,0.12315270935960591,0.1592114120721817
abstractive,A collection of guitars and amps from the singer and the singer have been sold at Bonhams.,0.15789473684210528,0.0,0.10526315789473684,0.014038169261805766,0.0970873786407767,0.1979130208492279
extractive,"The trouble is, the OBR has to make forecasts based on how much it thinks the government is going to spend in years for which there are not yet detailed departmental spending plans, which currently applies to the period after April 2016. ""It's unfortunate that this assumption has become so complex and opaque because in an era of fiscally neutral Budget and Autumn Statement scorecards it's become the main mechanism by which the government achieves the outcomes for the Budget balance that it wants to see across the forecast,"" Robert Chote said. The OBR report shows that the impact of changes to Budget measures are absolutely dwarfed by the effect of changes to the spending assumption.",0.09230769230769231,0.0,0.09230769230769231,0.004204593588397365,0.1162790697674419,0.005971262697130442
hybrid,The OBR has been unable to make a budget forecast for the period after the government's budget was re-assessed.,0.36363636363636365,0.0,0.18181818181818182,0.017910634987255415,0.211864406779661,0.18220438063144684
abstractive,"The OBR has been criticised for its lack of detail on how much it thinks the government is going to spend in years, according to a report.",0.20512820512820512,0.0,0.10256410256410256,0.01336164739327787,0.11904761904761905,0.1453254371881485
extractive,"Mr Buhari, 74, has left Vice-President Yemi Osinbajo in charge, just as he did when he left for London in January for seven weeks of medical leave. His failure to hand power to the vice-president and the lack of information about his condition led to widespread anxiety. His aides said he had been resting and working from home and the president's wife Aisha Buhari said he was not as sick as people thought.",0.13186813186813187,0.0,0.0879120879120879,0.00623544446181763,0.10050251256281408,0.17288902401924133
hybrid,A former President of the United Kingdom has left the vice-president of the country after he left for London.,0.17142857142857143,0.0,0.1142857142857143,0.01618408566040857,0.06896551724137931,0.16605322062969208
abstractive,Nigerian President Muhammadu Buhari has been praised for his health after he left for London.,0.3333333333333333,0.14285714285714285,0.26666666666666666,0.09017802119356079,0.26595744680851063,0.5328458547592163
extractive,"Similar reductions in spending measures have already been announced by Greece, Spain and Portugal. ""So we are asking for our sector to be left out of the new budget cuts."" He added that the money should be raised by getting tough on tax evasion. ""The state cannot always take the money from the same sources, that is workers and pensioners."" The government hopes to bring its deficit down to below 3% of GDP by 2012 - from 5.3% now - in order to help maintain the confidence of international investors and prevent the spread of a Greek-style debt crisis.",0.10256410256410256,0.0,0.06837606837606838,0.0050899858768738366,0.09920634920634921,0.020648673176765442
hybrid,"Greece's government has said it is ""not going to take the money from the same sources"" as it has been preparing to cut its deficit.",0.18181818181818185,0.04761904761904763,0.13636363636363638,0.026748503191801554,0.11235955056179775,0.09090883284807205
abstractive,"Italy has announced cuts to its spending and pensions, a move that will cut the deficit to 3% of GDP by 2012.",0.15,0.0,0.15,0.014320472133097948,0.05714285714285714,0.17600250244140625
extractive,"The funding, to Headland Future, will offer families expert financial and counselling support. The charity estimates at least 400 parents and children will benefit from the additional funding. The grant followed a pilot scheme in the town last year, which offered help to more than 100 families.",0.25352112676056343,0.02898550724637681,0.14084507042253522,0.018658446462061457,0.1377952755905512,0.1535855531692505
hybrid,"A £500,000 grant to help children in the town of Headland has been awarded to help children in the town.",0.3111111111111111,0.046511627906976744,0.26666666666666666,0.03489378510475949,0.21127393688753035,0.35577747225761414
abstractive,"A £500,000 grant to help children with a family breakdown in North East England has been awarded to help children with a family breakdown.",0.32653061224489793,0.0425531914893617,0.2857142857142857,0.03431250083045762,0.23031655844155843,0.3368299901485443
extractive,"Wiltshire Museum said it wanted local people to ""think beyond what the Assize Court used to be and what it is now"" and offer creative ideas to ""re-imagine aspects of it"". 'Wonderful old building' Martin Nye, of Dact, said: ""The aim is to restore the historic Assize Court to bring it into community use to make it the new home for the Wiltshire Museum."" Architects are still in the process of developing ideas for the restoration and adaptation of the building, he added. ""We hope to get the balance right between preserving and enhancing this wonderful old building to tell the story of its original function, and creating an exciting and distinctive modern extension which complements the old, so that the large building delivers a memorable visitor experience,"" said Mr Nye.",0.1875,0.02531645569620253,0.13749999999999998,0.010035472582274376,0.25155623328877,0.10897447913885117
hybrid,A museum has been re-opened to the public for the first time in a row.,0.22727272727272727,0.047619047619047616,0.18181818181818182,0.02185454649427366,0.16526701119724374,0.22949665784835815
abstractive,A museum in Wiltshire has been renamed Assize Court to help visitors to the museum.,0.32558139534883723,0.04878048780487805,0.23255813953488372,0.022873736316385365,0.15503875968992248,0.2981022596359253
extractive,"King Felipe's father Juan Carlos, 80, looks on as the awkward moment unfolds. The incident also angered Marie Chantal of Greece, who is married to King Felipe's cousin Crown Prince Pavlos. Family is what it's all about."" TeleMadrid's El Circulo programme quoted a friend of Queen Letizia's as saying she had been left ""worried and devastated"" by what had happened El País newspaper said relations between Queen Letizia and Queen Sofia had been deteriorating since the birth of princesses Leonor and Infanta Sofia.",0.14814814814814814,0.056603773584905655,0.12962962962962962,0.019352735248042766,0.234375,0.1604478359222412
hybrid,"The Queen of Spain has been slain for a week after a woman was killed in a car crash in the capital, Madrid.",0.1904761904761905,0.0,0.09523809523809525,0.013799538209678584,0.05988023952095808,0.15962284803390503
abstractive,The Spanish monarchy has been re-elected as the first Spanish monarch to be elected president of Spain.,0.16216216216216214,0.0,0.16216216216216214,0.017762226812384152,0.062111801242236024,0.1404765248298645
extractive,"Mousa Nouri, a prosecutor in the town of Zabol, reportedly died in a ""hail of bullets"" fired by unknown assailants. Ebrahim Hamidi said Mr Nouri and his driver were shot dead in front of a hospital in Zabol as they travelled to work on Wednesday morning. There was no immediate claim of responsibility for the attack.",0.2051282051282051,0.07894736842105263,0.1794871794871795,0.03129325180608101,0.2809271856890905,0.1455066204071045
hybrid,"A man has died in a ""hail of bullets"" fired by a man who was shot dead in a hospital in Zabol.",0.13636363636363635,0.0,0.13636363636363635,0.015848207591271795,0.07109004739336491,0.15110105276107788
abstractive,"A man has died in a shooting in Zahedan province, officials say..'",0.23529411764705885,0.0,0.23529411764705885,0.011260108862655755,0.04975124378109453,0.2544443607330322
extractive,"Ministers have set out proposals to prevent people who are struggling financially from being pushed into poverty by the death of a loved one. We know funeral costs can push people into poverty - and often it is those already in financial hardship who face increased difficulties. I am pleased by the willingness to work together to find solutions that support more affordable funerals."" The Scottish government held a national conference on funeral poverty in November 2016, and has hosted a series of round-table discussions on the issue.",0.20754716981132076,0.057692307692307696,0.09433962264150944,0.020000120625397803,0.25420000000000004,0.32867687940597534
hybrid,The Scottish government has launched a new plan to prevent people from being pushed into poverty by the death of a loved one.,0.3902439024390244,0.20512820512820512,0.34146341463414637,0.07460730850126862,0.2875844594594594,0.5928066968917847
abstractive,"A new benefit to help people with a ""growing problem"" is to help people with a ""growing problem"" with funeral costs.",0.4615384615384615,0.3243243243243243,0.4615384615384615,0.2082198320914845,0.4496390744113878,0.4308805465698242
extractive,"However, the Scottish higher rate threshold has been frozen - unlike in the rest of the UK where the threshold will go up to £50,000 from April - which Mr Mackay said would raise an extra £68m in revenue. Support for business comes in the shape of £5bn commitment for capital investment to be spent on modernising Scotland's infrastructure, including a new £50m fund for regenerating run down high streets. Mr Mackay also said Scotland's 32 local councils will receive a real terms increase in both revenue and capital funding, taking the local government budget to £11.1bn. Elsewhere, the government's external affairs budget - which ""supports the promotion of Scotland and its interests at home and abroad"" - will increase from £17.2m to £23.9m The ""Government Business and Constitutional Relations"" budget has increased from £2.4m to £12.1m Spending on the provision of free sanitary products in public places is proposed to jump from £1.2m to £2.8m next year. The commission forecasts that £15.2bn of the Scottish Budget will be raised by devolved taxes in 2019-20.",0.1488372093023256,0.0,0.09302325581395349,0.003886168256383553,0.18722466960352424,-0.031072955578565598
hybrid,Scotland's government has announced it will raise the Scottish government's annual rate threshold for business.,0.16666666666666666,0.0,0.08333333333333333,0.00807516887862584,0.06802721088435375,0.18998488783836365
abstractive,The Scottish government has announced plans to increase the income tax rate in Scotland by a further 6% in April.,0.3137254901960784,0.0,0.1568627450980392,0.012236044311497888,0.13377926421404682,0.2436782270669937
extractive,"Lord Patten, appearing before the Culture, Media and Sport Committee, said Mr Entwistle had asked him if the BBC Trust - the corporation's governing body - was ""urging him to go"". But we are not urging you to stay."" Lord Patten said Mr Entwistle and his lawyers insisted he would not leave with six months pay and he said the director general had asked for more than the 12 months pay he eventually got. Questioned about how much Mr Entwistle had asked for, he said: ""He didn't ask for two years but he did ask for more."" Lord Patten said there had been feverish negotiation on 11 November and he took advice from the BBC's lawyers. 'Decent man' Referring to Mr Entwistle, Lord Patten said he refused to ""trash a decent man"" who had been ""overwhelmed"" by events. Earlier, Lord Patten told the MPs the BBC must not ""abandon or resign from investigative journalism"" because of the mistakes made by Newsnight. But he added: ""The BBC must not abandon or resign from investigative journalism.",0.196078431372549,0.04950495049504951,0.11764705882352942,0.00990358900320368,0.26764747371652853,0.1057133823633194
hybrid,"The BBC must not ""abandon or resign from investigative journalism"" because of the mistakes made by Newsnight.",0.17391304347826086,0.09090909090909091,0.13043478260869565,0.022736978243963618,0.12139423076923075,0.07016586512327194
abstractive,The BBC has asked the director general to leave with six months pay and he has said he would not leave with six months pay.,0.3333333333333333,0.07692307692307691,0.1851851851851852,0.0315535413895278,0.19851912313432835,0.19394631683826447
extractive,"Carmarthenshire council said the case in Ammanford, should serve as a warning. The council says similar incidents by others had already prompted some charity shops to put up signs warning that items will be considered fly-tipping if left after premises shut. The furniture was also ruined by the rain which meant it could not be sold and the charity then had to pay to get it removed.",0.18749999999999997,0.0425531914893617,0.10416666666666667,0.007089125691361662,0.11627906976744186,0.13304811716079712
hybrid,A charity has been urged to stop a fire in a car park in County Tyrone after a fire broke out in the area.,0.23076923076923075,0.0,0.15384615384615383,0.016126858764499468,0.11627906976744186,0.15829531848430634
abstractive,"A charity shop in Carmarthenshire has been fined £420 for a second offence, a court has heard.",0.35555555555555557,0.046511627906976744,0.26666666666666666,0.0286772154638285,0.21196464143426297,0.2663162648677826
extractive,"The journal, written in pencil by Pte Arthur Edward Diggins, describes the first day of the infamous World War One battle as ""something awful"". The diary entry for 1 July 1916, the first day of the battle, reads: ""Something awful. ""It's a complete mystery how this Somme diary ended up in the Midlands, particularly as Arthur was born in London."" The diary comes to an abrupt end in October 1916 and Hansons feared this was due to Pte Diggins dying.",0.2,0.061224489795918366,0.14,0.014183532288746853,0.2272727272727273,0.21102274954319
hybrid,A diary that was a part of the Somme battle in 1916 has been published in a journal.,0.6486486486486486,0.28571428571428575,0.5405405405405405,0.12129584702820659,0.6005015432098765,0.6128666996955872
abstractive,A diary that was buried in a candle in the Midlands in 1916 has been sold for £300 to £400.,0.41025641025641024,0.21621621621621623,0.358974358974359,0.059279596516291624,0.29232486263736257,0.32814502716064453
extractive,"""My business is to fly,"" says 40-year-old Kiev resident Ruslan Gritsaylo, who really does look like a man who loves his job. Every week he takes customers up in the air on his tiny aircraft known as a paratrike. He himself flew sports aircraft and was trained as civil aviation pilot. When the Soviet Union ceased to exist, he realised he could make good money by piloting flights on his own. So his biggest problem became his biggest opportunity: because of imperfect legislation his aircraft does not require registration. Lots of money,"" says Mr Gritsaylo, whose phone rings almost every five minutes. He says that after he started taking people up into the sky he needed to diversify his business model, and now he advertises insurance companies and other companies on his parachutes, flying their banners through the skies and performing paratrike tricks during airshows. You have to find the connection between the airplane and something you see around"". Mr Gritsaylo also purchased equipment so he could produce high-quality videos of the flights.",0.1722488038277512,0.03864734299516908,0.10526315789473684,0.009116604043659693,0.23692923369045985,0.03870372474193573
hybrid,A Russian pilot who has been a pilot for more than 20 years has been able to make a profit by flying parachutes.,0.10714285714285714,0.0,0.07142857142857144,0.009330893538175762,0.04823151125401928,0.018351707607507706
abstractive,A Ukrainian man who has a big business as a pilot has been able to make a profit by flying on his own.,0.17857142857142858,0.0,0.10714285714285714,0.011096364984931537,0.08038585209003214,0.09410177171230316
extractive,"A paper detailing its proposals focuses on the need to avoid a hard border. Critics say the proposals lack credible detail, with Labour deriding the plans for the border as ""a fantasy frontier"". The future management of that border is a highly sensitive issue and is one of three main priorities in UK-EU Brexit negotiations. One British official said privately that if no agreement is reached, EU rules would compel the Irish government to introduce the hard border it does not want. Labour leader Jeremy Corbyn said he had discussed the issue at length with EU chief negotiator Michel Barnier during a meeting in Brussels, in which he said there must be no hard border. Both the UK and Irish governments have repeatedly stated their opposition to a hard border, but the situation is complicated as the UK intends to leave the EU's customs union. The partnership model would ""align"" customs approaches between the UK and the EU, resulting in ""no customs border at all between the UK and Ireland,"" the paper claims. It recognises that all this needs to be negotiated with the EU, in the hope that the border between the EU and the UK will be as ""seamless"" as possible. ""What we need to see is the Irish government acting in the national interest and defending the rights of those people here in the north that voted to stay with the European Union,"" she said.",0.10727969348659004,0.05405405405405405,0.09195402298850575,0.018103332466187307,0.22175058548009371,0.1219189241528511
hybrid,"The Irish government has said it is ""seamless"" to negotiate with the EU to avoid a hard border between the UK and the EU.",0.39999999999999997,0.18604651162790697,0.39999999999999997,0.08184095229301509,0.4187793427230047,0.40310364961624146
abstractive,"The government has defended its position paper on the UK's border dispute with the EU, saying it is ""a fantasy frontier"".",0.2790697674418604,0.0975609756097561,0.2790697674418604,0.07101600822504513,0.2725947521865889,0.3260384202003479
extractive,"The submission is being made by lawyer Geoffrey Robertson QC. 'Scapegoat' He added: ""Releasing the official trial transcript is important to work out why Ward was ever prosecuted, and it will assist the case for overturning his conviction."" The National Archives refused Mr Robertson access to most of its file on Ward, which is believed to include the police statements used to charge him with living off the earnings of Ms Keeler and Ms Rice-Davies. According to Mr Robertson, this ""will cast an important new light on one of the worst miscarriages of justice in modern British history, and help explain how Stephen Ward was made the scapegoat for the Profumo affair by prosecuting him for crimes that neither he nor anyone else ever committed"".",0.12987012987012986,0.026315789473684213,0.07792207792207793,0.009462830865748124,0.15489406294004,0.12588952481746674
hybrid,"A former British police officer has been convicted of murdering Stephen Ward, a former professor of law and a former professor of law.",0.19607843137254902,0.0,0.1568627450980392,0.013961681022332504,0.10909090909090907,0.12128499895334244
abstractive,A former British minister and a former osteopath who was accused of murdering a woman in a Russian embassy in 1963 has been asked to overrule a decision to keep the files on Ward hidden.,0.41269841269841273,0.13114754098360654,0.22222222222222224,0.056492843661303145,0.274828361132301,0.32270315289497375
extractive,"Notably all of the top 10 actresses earned above $20m (£16.3) this year, compared with last year when only the top two - Johansson and Angelina Jolie made that amount. Other names to drop out of the top 10 this year include Mila Kunis, Julia Roberts, Cate Blanchett, Melissa McCarthy and Gal Gadot. Unlike the male actors list, there's a notable lack of diversity among this year's highest earning women. Bollywood star Akshay Kumar is one of the most significant climbers, moving up to number four with earnings this year of $65m (£53.5m) Forbes list of the world's best-paid male actors 2019 Follow us on Facebook, or on Twitter @BBCNewsEnts.",0.21739130434782605,0.058823529411764705,0.13043478260869568,0.011761419865219417,0.26483937423549864,0.09774710983037949
hybrid,The number of female actresses in the top 10 of the world's best-paid male actors is a sluggish number.,0.4090909090909091,0.04761904761904762,0.22727272727272724,0.017255917862485162,0.1991150442477876,0.2974022924900055
abstractive,The top 10 female actors in the Forbes list of the world's best-paid female actors is a list of the top 10 female actors in 2019.,0.39215686274509803,0.12244897959183673,0.35294117647058826,0.030693695425325834,0.22833959227467807,0.29161959886550903
extractive,"But the quartet face stiff competition from the likes of Jorja Smith, Lily Allen and Florence + The Machine. Several of the shortlisted albums are overtly political. London MC Novelist, meanwhile, delivers a strong anti-violence message on his self-produced debut album, Novelist Guy; and Sons Of Kemet's Your Queen Is A Reptile celebrates powerful black women who've been overlooked by history. So I needed to speak about that."" Other nominees turn their attention inwards, with Florence + The Machine displaying a new level of vulnerability on High As Hope; and Jorja Smith chronicling the bumpy road to adulthood on her streetwise debut Lost & Found. They said the nominees held a ""shared belief in the importance of music for navigating life's challenges - whether personal or political, falling in or out of love, growing up or looking back, angry or ecstatic."" Although the award has a reputation for rewarding up-and-coming acts, there are only three debut albums on this year's list, alongside two number one records and five former nominees.",0.0625,0.0,0.05208333333333333,0.0032013682813824733,0.07739938080495357,-0.04316239431500435
hybrid,"The MC Novelists have been named the best new album of the year, with the album being the best of the two.",0.09999999999999999,0.0,0.09999999999999999,0.014320472133097948,0.05714285714285714,0.19287976622581482
abstractive,The Arctics and the Arctic Monkeys have been named the best-selling artist of the year.,0.23529411764705882,0.0625,0.23529411764705882,0.019109901385391707,0.0892857142857143,0.2724549174308777
extractive,"I did the cooking."" Chloe says her experience of surrogate pregnancy was very different to when she was expecting her own children. ""I very much view it as a baby to give back, I don't view it as mine to give up."" And Chloe found it easier to explain the situation to her children than she did some adults. ""I had a real hankering for those milkshakes."" When Chloe gave birth, the intended parents had a room in the same hospital so the child could be a part of their family immediately. She says many adults struggle to understand why she would be a surrogate, but less than six months after giving birth, Chloe is ready to do it all over again. ""I do feel like I've been pregnant forever but to be honest I adore pregnancy.",0.07692307692307693,0.025974025974025972,0.0641025641025641,0.006156228028473507,0.18345905172413796,0.001544730388559401
hybrid,"Chloe is a great mother and a great mother. "" She is a great mother and a great mother.",0.17142857142857143,0.0,0.17142857142857143,0.017910634987255415,0.0872093023255814,0.0858653262257576
abstractive,Chloe Chloe has been a surrogate for six months and has been a surrogate for six months.,0.23529411764705882,0.0625,0.17647058823529413,0.019657135266881825,0.08823529411764706,0.16240647435188293
extractive,"""The report came out in in October of 2018 and now we see this move at the negotiations to try and have it almost erased from existence, which is impossible to do,"" Lois Young, the ambassador from Belize, who is chairing the group, told the BBC. ""It's unreal, it's as though they're resigning our Aosis states to collateral damage, I mean, it's like we have no importance doesn't matter."" Other observers here believe that the IPCC report has been a critical document in helping raise public awareness of the threat posed by climate change. ""But there is a fault line between a handful of countries, most of them major oil producers on the significance and status of the report. But they can't put the stopper back in the bottle and pretend the report doesn't exist."" Efforts at finding a compromise are ongoing here in Bonn, with some delegates believing that both the goals for 2030 and the Saudi questions about uncertainty can be accommodated.",0.15228426395939085,0.030769230769230767,0.08121827411167512,0.0064008764343022025,0.2384771099345998,0.14188741147518158
hybrid,"Belize's ambassador to Belize says the report is ""unreal"" and that it is ""unreal"" that the US is resigning its Aosis states to collateral damage.",0.19230769230769232,0.0,0.11538461538461539,0.014246577419417615,0.0829875518672199,0.11400704085826874
abstractive,"The UN has urged the Saudis to resign from the UN's climate change report, saying it is ""unreal"" that the report is not in existence.",0.2692307692307692,0.0,0.19230769230769232,0.016187237169820855,0.12448132780082988,0.227780282497406
extractive,"""The information shared among employees is only accessible to people in the company."" A spokeswoman added: ""Internally at Facebook we've been using our product for years, and we're now looking forward to the feedback from our pilot partners to create the best possible experience."" One industry watcher said the move was no surprise. ""Yammer already has a lot of the look, feel and functionality of Facebook, so it is a logical thing for Facebook to follow Yammer into the marketplace."" Advert-free For now, the Facebook at Work app is free-to-use, but limited to an unnamed group of companies that will trial its use. ""Companies would probably be happier paying a subscription fee - as is the case with Yammer - and having an ad-free closed environment that they can keep total data control over."" Facebook responded: ""It's too early discuss future plans around ads or monetisation.""",0.13872832369942198,0.0,0.08092485549132948,0.0043404071678125895,0.1492537313432836,0.04532162845134735
hybrid,"Facebook has launched Yammer, a free-to-use app that allows users to share their personal information.",0.30769230769230765,0.05405405405405405,0.30769230769230765,0.03260315221590689,0.20901416122004354,0.38545793294906616
abstractive,Facebook has announced it will launch a software that will allow users to share information with other users.,0.3,0.05263157894736842,0.3,0.018022693724705698,0.2059849704777241,0.40026071667671204
extractive,"'They keep killing us' The committee representing the protesters has handed President Duque a list of 13 demands. Some of the protesters accuse President Duque, who opposed the peace agreement, of trying to undermine it. President Duque denies having plans to change either and says the protesters are being manipulated by his political rivals.",0.20253164556962025,0.0,0.12658227848101264,0.009248854568215463,0.13409961685823757,0.16426411271095276
hybrid,The President of the United States has handed President Duque a list of 13 demands to halt the'stupid' peace deal.,0.2608695652173913,0.0,0.17391304347826086,0.015870818376119703,0.11013215859030837,0.1559591442346573
abstractive,"The government has urged the government to stop the killing of a group of indigenous people, including a group of activists and former rebels.",0.32653061224489793,0.0425531914893617,0.16326530612244897,0.03431250083045762,0.17316017316017315,0.21266566216945648
extractive,The company's growth figures come as it launched its latest flagship smartphone - the Huawei Mate 8 - in Las Vegas. High-margin challenge Huawei's smartphone business has been growing rapidly. The growth in smartphone sales last year is being attributed to strong sales in China and Western Europe.,0.24000000000000002,0.0273972602739726,0.16,0.00982476672654997,0.1325757575757576,0.142158642411232
hybrid,"Huawei has reported a rise in smartphone sales in the US, with sales in the US and Canada averaging a record high.",0.20833333333333331,0.043478260869565216,0.16666666666666669,0.015550111910379152,0.08403361344537816,0.13215602934360504
abstractive,"Huawei has reported a rise in its smartphone sales in China, a year after it announced a new smartphone.",0.26666666666666666,0.09302325581395349,0.2222222222222222,0.03002959722961922,0.10638297872340426,0.20025236904621124
extractive,"By News from Elsewhere......as found by BBC Monitoring The languid mammal can be seen trotting along the tracks, seemingly oblivious to angry hoots from the train, in footage posted on social media sites. Volga Railways confirmed to Interfax news agency that the the train suffered a delay of more than 40 minutes. You may also be interested in: The train crew can be heard saying they had to slow the locomotive down from 22 to 13 kilometres an hour, adding that the animal might ""fall down and lie right there"" on the tracks.",0.15517241379310343,0.03508771929824561,0.10344827586206895,0.005618716967289636,0.15957446808510636,0.06656679511070251
hybrid,"A languid mammal has been seen trotting along tracks in the UK, a BBC report has revealed.",0.20512820512820512,0.0,0.20512820512820512,0.01669429076775192,0.0970873786407767,0.23452532291412354
abstractive,"A languid mammal has been seen trotting along tracks in Astrakhan, Russia, on the tracks, causing a potential threat to passengers and train crew alike.",0.2553191489361702,0.0,0.21276595744680854,0.016187237169820855,0.11682242990654204,0.24159809947013855
extractive,"""We survived by escaping through the roof,"" she recalls. As for the risks, she says: ""We don't move because we have nowhere else to go."" What happened in Moyopampa earlier this year is seen by many as a sign of things to come. But for the people of Moyopampa, El Nino's arrival is not something they look forward to. Three million people live in these vulnerable areas and are at risk of losing everything to heavy rains, mudslides and flash floods. 'In God we trust' Previous El Ninos destroyed key roads and bridges leaving communities isolated and often desperate for help. But then, as if having second thoughts, she looks up at the sky and adds: ""But down here we should be the first ones to protect ourselves"".",0.1168831168831169,0.013157894736842105,0.06493506493506494,0.007531911344308924,0.15466024709302328,-0.06022117659449577
hybrid,"El Nino, a spokesman for the government of Moyopampa, says she is ""shocked"" by the loss of a key road and bridge in the Moyopampa area.",0.27999999999999997,0.08333333333333333,0.2,0.03650116098552395,0.2365491651205937,0.11548043042421341
abstractive,"The landslide in Moyopampa, Peru, was a landslide that swept through the Andes and the Andes, and shook the streets of the country's capital, Moyopampa.",0.24000000000000002,0.041666666666666664,0.16,0.031809510311363406,0.1769248501613647,0.07645992189645767
extractive,"Richard Scott, the Duke of Buccleuch and Queensberry, becomes a ""sir"" following his appointment to the Order of the Thistle, the greatest order of chivalry in Scotland. The appointment of the Duke of Buccleuch, one of Britain's largest landowners, will be backdated to St Andrew's Day 2017. A spokeswoman for Buckingham Palace confirmed the appointment and said he will also act as the Lord High Commissioner - the Queen's representative - to the General Assembly of the Church of Scotland in 2018.",0.17475728155339806,0.059405940594059396,0.13592233009708737,0.010370237577486487,0.15267175572519087,0.18444059789180756
hybrid,The Duke of Buccleuch and Queensberry have been appointed to the Order of the Thistle.,0.34285714285714286,0.12121212121212122,0.28571428571428575,0.03295983688909082,0.12820512820512822,0.35404840111732483
abstractive,The Duke of Buccleuch has been appointed as the Lord High Commissioner to the Church of Scotland in the UK.,0.3,0.05263157894736842,0.25,0.03727007317885059,0.23979591836734693,0.28760451078414917
extractive,"Clarion Call Mark Peck posted on Facebook: ""Is there anything that can be done about the idiot with the megaphone who's been doing his best to ruin it the last few days?"" In response, Mr Pacitti wrote he had been ""trying to have a dialogue with him"". ""We are trying to get him to understand the memorial nature of it."" During a lunchtime talk about the piece, Mr Pacitti said attempts had been made to contact the protester, ""but there's no reasoning with this man"". The protester, Paul Dawson, called it an ""evil-sounding cacophony"".",0.1774193548387097,0.0,0.12903225806451613,0.005982988685795144,0.11869436201780416,0.10343125462532043
hybrid,A protester has been accused of destroying a megaphone in a protest in the city of Clarion.,0.3636363636363636,0.09523809523809525,0.22727272727272727,0.026151238313260355,0.20462740384615383,0.37233972549438477
abstractive,"A protester has been accused of destroying a ""pagan incantation"" in a concert in Suffolk.",0.23809523809523808,0.05,0.19047619047619047,0.010542982253231838,0.09689922480620156,0.3283763527870178
extractive,"The Information Commissioner's Office (ICO) confirmed it is investigating whether people should have been named prior to conviction. The ICO, an independent authority which safeguards data privacy, said it had been contacted by an individual about the campaign, which named 86 people charged with drink driving on the force Twitter account. 'Cavalier disregard' A spokesman said: ""At the moment, we are still looking at this individual force over possible breaches of the Data Protection Act."" In December, lawyer Nick Freeman - nicknamed Mr Loophole - called on Staffordshire's police and crime commissioner Matthew Ellis to resign over the policy.",0.2521008403361345,0.05128205128205128,0.15126050420168066,0.010397163254990268,0.4000000000000001,0.2243182361125946
hybrid,A campaign to identify people who were arrested on a drink driving account has been launched..,0.2777777777777778,0.058823529411764705,0.22222222222222224,0.017308614782994655,0.21754535147392287,0.2398556023836136
abstractive,A police and crime commissioner has been asked to resign over a campaign to use a drink driving policy.,0.25641025641025644,0.10810810810810811,0.25641025641025644,0.03505519774371614,0.2142657733109994,0.3524411618709564
extractive,"Edson Burton and Bristol Old Vic have adapted speeches which will be staged at seven locations in the city linked to slavery. ""Frederick Douglass: An Abolitionist Returns to Bristol"" has been devised by historian and writer Dr Burton and Bristol Old Vic artistic director Tom Morris to commemorate the bicentenary of Douglass's birth. Mr Morris said: ""Key figures from the worlds of film, theatre, politics and religion will be performing pieces inspired by the extensive speeches and writings he produced over a life's work in search of equality."" Dr Burton said: ""He is a historical figure yet his life and activism are strikingly modern.",0.12698412698412698,0.0,0.06349206349206349,0.004615736920621792,0.14545454545454545,0.09482575207948685
hybrid,A speech by a Bristol historian and writer has been devised to mark the birth of a man who died in Bristol.,0.23809523809523808,0.0,0.1904761904761905,0.01703000735087828,0.155440414507772,0.3338814377784729
abstractive,A theatre and theatre director has been commissioned to stage a play in Bristol to mark the abolition of the city.,0.24390243902439024,0.0,0.0975609756097561,0.016475111107446542,0.13020833333333334,0.26023197174072266
